weight,height,color,no_of_wheels,vehicle_type
2222,167,green,4,car
1262,149,green,2,car
1308,176,green,4,car
1682,101,red,4,bike
1705,133,red,4,car
2037,187,red,4,car
1304,118,blue,4,bike
2991,148,blue,4,bike
1736,159,blue,4,bike
1294,131,green,4,car
2234,160,green,4,bike
2602,133,blue,2,bike
1740,165,blue,2,car
2270,166,green,4,car
2163,116,green,2,bike
2944,156,blue,2,bike
2574,144,green,4,bike
1149,128,green,2,bike
1747,188,blue,4,bike
1348,196,red,4,bike
2404,178,red,2,car
1964,178,blue,4,car
2932,195,green,2,car
2403,130,green,4,bike
2164,144,red,4,car
1110,180,red,4,bike
1088,167,blue,2,car
1312,194,blue,4,bike
2298,165,blue,2,bike
1197,128,red,2,car
1655,122,green,4,bike
1771,100,red,2,bike
2651,181,red,2,car
1239,199,blue,4,bike
2011,191,blue,4,car
1523,100,green,4,car
2556,133,blue,2,bike
1418,152,green,4,car
1667,195,red,2,bike
1748,133,red,4,bike
2513,178,blue,2,car
1462,165,red,2,bike
1296,119,blue,2,car
2413,174,blue,2,car
2672,179,red,4,bike
2574,178,red,4,car
1371,190,blue,2,car
2520,179,red,2,bike
2070,183,red,2,bike
2714,161,blue,4,bike
1296,123,blue,2,bike
1503,161,blue,4,bike
2244,160,blue,4,car
2756,159,blue,2,car
2475,179,green,4,car
2081,158,red,4,bike
1776,194,green,4,bike
2044,184,green,4,bike
1189,152,red,2,bike
2360,142,blue,4,car
1364,150,green,2,bike
1937,175,blue,2,bike
2090,125,green,2,bike
2879,120,red,2,bike
2332,184,red,4,car
2321,174,green,2,car
1335,187,blue,4,car
2405,192,blue,2,car
1246,177,red,2,car
2521,171,blue,2,bike
1126,165,green,4,car
1278,101,green,4,bike
2079,115,blue,4,car
1559,119,green,2,car
2609,145,blue,4,bike
1575,199,blue,4,car
1903,191,red,4,car
2054,135,blue,2,car
1993,127,green,2,car
1295,124,green,4,car
2193,145,blue,2,car
2417,176,blue,4,car
1318,109,green,2,bike
1943,101,blue,4,bike
1521,137,red,4,bike
1450,101,blue,2,bike
1703,179,green,2,bike
1087,108,green,2,bike
2017,183,green,4,bike
1009,187,green,4,car
1743,186,green,2,bike
2156,178,blue,4,bike
2703,152,red,2,car
2057,147,red,2,car
2023,121,green,2,bike
2132,156,blue,4,car
2483,130,green,4,bike
1902,169,blue,4,car
1603,150,red,4,car
2206,138,red,2,car
2059,195,green,4,bike
1761,170,red,2,bike
2595,142,blue,4,car
2917,160,red,4,car
2254,155,red,4,bike
1308,133,green,4,bike
2276,160,green,4,bike
1430,168,green,4,car
2901,189,red,4,car
2791,157,green,4,car
1353,140,blue,4,bike
2770,135,blue,2,car
2644,134,blue,4,bike
1466,102,green,4,bike
2275,100,green,4,car
2484,163,blue,2,bike
1622,157,green,2,car
2285,172,blue,2,bike
2619,135,red,2,car
2877,199,green,2,car
2766,111,green,4,car
1537,159,blue,4,bike
1197,190,green,4,car
2226,187,green,2,bike
1561,119,red,4,bike
1207,114,red,4,car
2928,189,green,4,car
2346,117,blue,4,car
2668,184,green,2,bike
1566,142,green,2,car
1908,158,green,4,bike
1108,143,green,4,car
2270,159,red,4,bike
1858,123,red,2,bike
2896,176,green,4,car
2862,191,red,4,car
1086,195,red,2,bike
2358,101,green,4,car
1914,158,red,2,car
2721,168,blue,4,bike
1664,149,blue,2,car
1690,118,green,4,bike
2114,169,green,4,bike
2983,180,green,2,bike
1068,111,green,2,bike
1684,146,green,2,car
2968,168,red,4,car
2010,175,green,4,car
1213,155,red,2,bike
2648,177,green,4,bike
1138,185,red,2,car
2415,156,red,4,bike
1026,146,blue,2,car
2767,137,blue,2,car
2637,183,blue,4,bike
1271,163,blue,2,car
2450,121,green,2,bike
1112,133,blue,2,bike
2124,145,red,2,car
1343,187,blue,4,bike
1842,152,red,2,bike
2572,175,green,4,bike
2080,122,green,2,car
1606,100,green,2,bike
2976,137,green,2,bike
1850,123,red,4,bike
2171,167,red,4,car
2588,138,green,4,bike
1264,164,red,2,bike
1940,160,blue,4,car
2295,132,red,2,bike
2003,189,blue,2,car
1329,168,red,4,bike
2193,101,green,2,car
2376,109,green,4,car
1642,118,blue,2,car
2857,155,blue,4,bike
2216,199,blue,2,bike
2542,129,blue,2,car
1349,109,blue,2,car
2080,149,blue,2,car
1302,140,green,2,car
2743,163,green,4,car
2450,123,red,2,bike
2667,116,green,2,bike
2603,190,blue,4,car
1041,154,red,4,car
1334,155,green,4,car
1040,174,blue,4,car
1634,167,green,2,bike
2890,122,green,4,car
2565,107,green,4,bike
1476,138,green,2,car
1208,158,blue,2,bike
1383,172,blue,4,car
2254,164,red,2,car
1043,185,green,2,bike
1147,139,blue,4,bike
2491,141,red,2,bike
2543,140,green,2,car
2086,163,green,2,bike
1008,188,green,4,car
1991,120,red,2,car
1938,161,blue,2,bike
1329,133,red,2,bike
1054,128,blue,2,car
1183,190,red,4,bike
2966,123,green,4,bike
1777,129,red,2,bike
1993,196,red,4,car
1166,126,green,4,bike
1081,144,red,2,bike
2301,116,green,4,car
1819,159,red,4,bike
2541,141,blue,4,bike
1460,115,blue,2,car
1453,176,green,2,car
1215,182,blue,2,bike
1162,179,red,2,car
2307,123,red,2,bike
1879,151,blue,4,car
1013,144,blue,4,car
1213,166,blue,2,car
2635,137,blue,4,bike
1643,129,blue,4,bike
1130,151,blue,2,car
2291,184,red,2,car
1198,168,green,2,car
2874,132,blue,2,bike
2713,155,green,2,bike
1793,102,red,4,bike
1422,186,red,4,bike
1290,133,blue,4,car
1845,157,green,2,car
1158,159,green,2,bike
2445,151,blue,2,bike
2572,161,blue,2,car
1542,176,red,2,car
1650,190,green,4,car
2598,172,green,2,bike
2533,102,green,2,car
2863,187,blue,4,bike
2255,130,blue,4,bike
1902,125,green,2,bike
2803,169,blue,4,bike
1137,110,green,4,car
1122,102,blue,4,car
2101,178,green,4,bike
1202,188,red,2,bike
1706,158,red,4,bike
1882,113,blue,2,car
2503,127,green,4,bike
2798,125,red,2,car
2025,123,green,4,bike
1017,172,blue,4,car
2407,162,blue,4,bike
2995,131,green,4,car
2522,177,red,2,bike
1710,169,blue,2,car
1591,179,red,2,car
1623,134,green,4,car
2503,197,red,4,bike
1903,153,red,4,car
2338,178,green,4,bike
2418,165,green,4,car
1100,105,green,4,car
1278,168,green,2,car
1822,163,red,2,bike
1670,151,blue,4,bike
1699,118,blue,4,car
2916,176,green,4,bike
2574,139,red,2,bike
2382,167,green,2,bike
1289,158,green,2,car
1647,199,green,4,bike
1947,102,red,4,bike
2278,131,red,4,car
1150,154,blue,4,car
1627,169,green,2,car
2535,133,blue,2,car
2087,154,green,4,car
2428,119,green,2,bike
1651,172,blue,2,car
1340,181,red,4,car
2282,151,red,4,car
2930,167,red,4,bike
1255,169,blue,2,bike
2988,152,red,2,car
2878,104,red,2,car
2377,178,blue,2,bike
2580,127,red,2,car
2439,155,green,2,bike
1055,144,green,2,car
1650,131,red,2,car
1820,106,green,4,bike
2544,183,blue,2,car
1242,198,blue,4,bike
1473,136,blue,2,car
2253,180,red,2,car
1156,145,blue,2,car
1141,152,green,2,car
2824,154,blue,2,car
2137,191,blue,4,bike
2239,156,blue,4,car
1458,190,green,4,car
2336,184,red,2,car
2933,181,blue,2,bike
2020,159,red,2,bike
1667,156,blue,4,car
2729,105,red,2,bike
1398,172,blue,4,car
2023,117,blue,4,bike
2061,140,blue,2,car
2690,188,blue,2,bike
2607,188,red,4,car
1775,120,green,2,bike
2227,122,green,2,bike
2391,197,green,2,bike
2156,158,green,4,bike
1522,150,red,4,bike
1779,177,red,4,bike
1380,125,green,4,car
2825,128,blue,4,car
1008,143,blue,4,bike
2566,193,green,2,car
2696,183,green,4,car
1305,187,red,2,car
1053,120,blue,2,car
1380,108,red,4,bike
2235,160,red,2,car
1524,178,blue,4,car
2936,153,red,2,car
1035,158,green,2,car
1769,168,blue,2,bike
2523,139,blue,2,car
2908,119,red,4,car
1141,163,blue,2,bike
2469,105,green,2,car
2680,140,blue,2,car
2698,100,blue,4,car
2987,192,blue,4,bike
2423,142,blue,4,bike
2649,181,blue,2,car
1765,144,red,4,bike
2282,199,red,2,car
1906,105,blue,2,bike
1432,181,red,4,car
1504,142,green,2,car
1279,197,blue,4,bike
2087,104,blue,4,car
1600,120,blue,2,car
1892,135,blue,2,car
1264,173,blue,4,bike
1847,174,blue,2,car
1106,164,blue,2,bike
1876,116,green,4,car
1405,171,blue,4,car
2198,158,blue,4,bike
1975,129,red,2,car
2427,178,red,2,bike
1885,150,blue,2,car
2583,160,blue,2,bike
1161,168,green,2,bike
1152,136,green,2,bike
1967,170,green,2,car
2831,165,blue,4,bike
1775,148,red,2,bike
1417,127,blue,2,car
1431,159,green,4,bike
2127,134,green,4,bike
2011,109,red,2,car
1661,176,green,4,bike
1232,189,red,2,car
1404,191,green,2,car
1891,188,red,4,bike
1098,163,blue,2,bike
2572,163,green,4,car
1493,141,red,2,car
1564,140,green,2,car
2189,158,green,2,car
2146,138,red,2,bike
1809,169,green,4,car
1601,159,red,2,bike
2556,172,blue,2,bike
1611,166,green,4,car
1922,120,blue,4,bike
2968,134,green,4,car
2312,116,red,2,car
2067,199,red,2,car
1157,134,red,2,bike
2924,110,red,2,car
1809,154,green,2,car
1844,178,blue,4,car
2601,191,blue,4,bike
2579,190,blue,2,bike
1342,108,green,2,car
1756,165,green,2,bike
2179,187,red,2,car
2868,133,green,4,bike
2506,173,blue,2,car
2335,121,red,2,bike
1704,153,green,4,bike
2211,174,red,2,bike
2755,146,green,4,bike
1765,129,blue,4,bike
2654,112,red,2,car
2317,160,red,2,bike
2693,180,blue,2,bike
2021,116,blue,4,car
2814,118,red,4,car
1071,153,red,4,car
1098,120,green,2,bike
2554,167,blue,4,car
1357,148,blue,2,bike
2365,174,green,4,car
2944,119,red,4,car
2815,159,green,2,car
2092,194,blue,2,bike
2823,132,blue,2,bike
2135,153,blue,4,bike
2497,154,blue,2,car
1102,140,blue,2,car
2865,135,green,4,bike
1868,149,blue,2,bike
2204,174,red,2,car
2644,156,red,4,car
1619,133,green,4,car
1294,108,red,2,car
1675,144,green,2,car
2106,197,green,2,bike
1840,171,green,4,car
1317,178,green,4,bike
2627,141,blue,4,bike
1309,148,green,2,car
2803,189,blue,4,car
2223,172,green,4,bike
2767,152,blue,4,bike
1952,180,green,4,bike
1884,192,red,4,car
2641,165,red,4,bike
1031,123,red,2,bike
2007,193,green,2,bike
1638,114,blue,4,bike
2994,172,red,4,bike
2314,194,red,2,car
1928,156,green,4,bike
1429,183,blue,4,bike
2297,178,blue,4,car
1672,160,green,4,car
2273,128,red,2,car
1702,121,green,4,bike
2625,159,blue,4,bike
2900,189,red,4,bike
2766,184,red,2,bike
1655,107,green,4,car
1969,122,blue,2,bike
2593,173,red,4,bike
2813,150,blue,4,car
1065,190,green,2,bike
1440,157,red,2,car
2100,110,blue,4,bike
1137,133,blue,4,bike
2710,187,green,2,car
1498,173,red,4,car
1617,183,red,2,bike
1619,121,green,4,car
2343,126,red,4,bike
2527,132,green,2,car
2470,140,blue,2,car
2713,127,blue,4,bike
2617,168,blue,4,bike
2730,119,blue,4,car
2198,115,red,4,car
2094,126,green,2,bike
2543,111,green,2,bike
2130,190,green,4,car
1692,114,green,4,bike
2344,164,green,4,car
1011,174,blue,2,car
2267,139,green,4,bike
1479,171,red,2,car
2278,160,red,2,bike
1484,109,red,2,car
1604,146,red,4,car
2778,143,blue,4,bike
2721,187,red,2,car
1371,148,blue,2,car
1686,148,red,4,bike
1029,186,blue,2,car
2761,178,red,2,bike
2994,176,blue,4,car
2748,150,green,2,bike
1763,182,blue,4,car
1598,141,green,4,bike
2432,130,green,4,car
1827,161,green,2,bike
2953,117,green,4,bike
1146,104,blue,4,car
1515,117,blue,4,car
2694,197,blue,2,bike
1241,111,green,2,car
2084,171,blue,2,bike
2567,183,green,2,bike
2411,112,green,4,car
2417,166,blue,4,car
1661,128,green,2,car
2727,191,blue,2,car
1217,168,blue,4,bike
1846,193,blue,4,car
1149,106,green,2,bike
2612,126,green,2,bike
1370,108,green,2,bike
1909,140,blue,2,bike
1027,171,green,2,bike
1339,157,green,2,car
2176,179,green,2,bike
1358,141,blue,4,bike
1989,144,red,4,car
1971,186,red,2,car
1487,160,red,2,car
2222,181,blue,2,bike
2794,131,blue,4,bike
2634,126,blue,2,bike
1502,135,blue,2,bike
2331,148,green,2,car
1500,183,green,2,car
2385,197,blue,2,bike
1656,185,green,2,car
1965,175,red,4,car
2619,146,green,4,car
1706,156,blue,2,bike
2525,166,red,4,bike
1511,163,red,4,bike
1677,128,green,4,bike
2798,102,red,2,car
2700,180,green,2,bike
2417,145,red,2,car
2066,125,blue,2,car
2540,116,green,4,car
1055,130,blue,2,car
1923,110,green,4,car
1978,170,red,2,bike
2966,164,red,2,bike
1492,178,blue,2,bike
1944,130,blue,2,bike
2154,151,red,4,car
1263,145,red,2,bike
2426,168,green,2,bike
1621,160,blue,2,car
2584,126,blue,2,car
2765,123,green,4,car
2873,107,blue,2,bike
1812,134,blue,4,car
1412,116,blue,4,car
2925,111,red,2,car
1258,186,green,4,car
1296,180,red,2,car
1708,140,blue,4,car
1191,187,green,4,car
1981,106,green,4,car
2703,159,red,4,bike
1282,169,blue,4,car
2763,144,green,4,bike
2907,160,blue,2,bike
1320,142,green,4,bike
1733,132,green,2,car
2205,143,red,2,car
2270,129,red,2,car
1857,107,red,2,car
2639,121,red,4,bike
2854,139,red,4,bike
2744,146,blue,2,bike
1605,104,green,4,bike
1224,190,green,4,car
1134,193,green,2,car
1783,136,green,2,bike
2418,139,red,4,car
1529,110,green,2,bike
1497,157,red,4,car
1694,179,green,2,bike
2658,123,blue,4,car
2522,175,blue,2,car
1460,123,red,4,car
1368,111,red,2,bike
1391,122,green,2,bike
1005,198,red,2,bike
2365,122,blue,2,bike
1660,102,red,2,bike
1612,117,red,4,car
2662,166,blue,4,car
1724,121,green,4,car
1641,116,red,4,bike
1991,135,green,2,car
2030,132,blue,2,car
2707,193,green,4,bike
2992,153,blue,2,car
1559,160,red,4,car
2382,186,green,2,car
2256,143,green,4,car
2189,130,red,4,car
1425,184,blue,4,bike
1771,160,green,2,bike
1078,152,green,2,bike
2310,146,red,2,bike
2969,144,blue,4,bike
1934,148,red,4,bike
1247,100,red,2,bike
1530,153,green,4,bike
2620,199,blue,2,bike
2504,185,red,2,car
1636,192,red,4,bike
2180,122,red,2,car
2773,131,blue,4,car
2290,142,green,4,bike
1009,132,green,2,car
1778,137,red,4,car
1031,133,green,2,bike
2028,197,green,2,car
2377,188,red,2,car
1618,199,red,4,car
1815,133,blue,2,bike
1579,127,blue,4,bike
2152,188,green,2,car
1715,161,blue,2,bike
1412,109,blue,2,car
1096,138,blue,4,car
2678,194,red,4,bike
1679,107,red,4,bike
1127,193,green,4,car
2187,122,red,2,car
2344,105,blue,2,car
2117,166,green,2,car
1018,125,red,2,bike
1950,168,blue,4,bike
2181,104,green,2,bike
1823,116,green,4,bike
1152,154,red,4,bike
2420,138,green,4,bike
2984,127,green,4,bike
2883,112,blue,2,car
2034,107,blue,2,car
1042,155,green,2,car
2944,104,blue,4,car
2685,179,green,2,bike
2043,167,blue,4,bike
1418,188,red,2,bike
1350,138,blue,4,car
2822,106,green,4,car
1728,187,green,2,bike
2596,108,blue,4,car
1583,194,green,2,bike
2488,149,blue,2,bike
1656,151,blue,2,bike
1836,177,red,2,bike
1994,167,red,2,bike
1472,148,red,4,car
1837,195,green,4,car
1183,127,red,2,bike
2900,129,green,4,bike
1698,179,red,4,bike
2294,170,blue,4,car
2185,138,green,4,bike
1992,138,blue,2,bike
2118,111,blue,2,car
2587,180,green,2,bike
1919,117,blue,4,bike
1398,133,red,4,bike
1693,134,red,2,bike
2698,136,green,2,car
1395,184,blue,2,bike
2157,113,green,2,bike
2690,185,red,2,car
2746,148,red,4,bike
1052,134,green,4,car
1745,122,blue,4,bike
2811,103,red,4,bike
2106,109,blue,4,bike
2087,125,red,4,car
2083,128,red,2,car
1990,152,red,2,car
1492,188,red,4,car
1023,131,red,4,car
2161,182,blue,2,car
1383,177,green,4,car
1874,197,green,2,bike
1887,138,green,4,bike
1566,193,green,2,bike
2100,159,red,4,car
2256,116,green,2,car
1520,188,green,2,bike
1186,188,blue,4,car
1329,156,blue,4,car
2507,140,blue,4,car
1750,125,blue,4,bike
2683,180,red,4,bike
1827,107,blue,4,bike
2784,140,red,4,bike
2773,163,blue,4,car
2680,125,green,2,car
1398,128,green,2,car
1176,126,red,4,car
1647,125,red,2,car
2986,138,red,4,bike
1229,170,green,2,bike
2186,160,blue,4,car
2590,177,blue,2,car
2424,146,red,2,bike
1871,110,green,2,car
1024,186,red,2,bike
2805,144,red,4,bike
1559,140,green,2,car
1113,176,red,2,car
2734,114,red,4,car
1140,130,green,2,bike
1912,104,green,4,bike
1085,176,red,2,car
2952,159,green,2,bike
1407,148,red,2,car
2562,195,blue,2,car
1540,131,red,2,bike
2193,196,blue,2,bike
2024,139,green,4,car
2040,166,green,2,bike
1038,159,green,2,bike
1769,188,blue,2,car
2894,103,green,4,bike
1004,160,blue,4,car
2319,166,red,2,car
2069,169,blue,2,bike
2281,116,green,4,car
1764,135,green,4,bike
1578,139,red,4,car
1296,127,green,4,car
2576,100,green,4,car
2948,165,red,4,car
2864,136,green,4,car
2709,105,green,4,car
2158,175,green,2,car
1417,171,red,4,car
1820,110,green,2,car
1279,124,green,2,car
1805,128,blue,2,car
2729,130,blue,2,car
2554,159,green,2,bike
2301,143,green,2,bike
1325,181,green,4,car
1748,107,red,2,car
2864,122,red,2,car
2213,198,green,2,car
1411,147,red,4,car
1262,195,green,2,car
2077,188,green,2,car
1055,128,blue,2,bike
1130,146,red,4,car
1027,126,green,4,bike
1317,195,green,2,bike
1331,133,blue,2,bike
1047,197,blue,2,car
1098,131,blue,4,bike
2850,190,red,4,car
1708,159,blue,4,bike
1680,177,blue,2,bike
2245,117,blue,4,car
2299,133,red,4,car
1691,111,blue,4,bike
1124,189,red,2,car
1589,140,blue,2,car
2522,159,red,2,car
2968,190,green,2,car
1332,188,blue,4,car
1418,187,blue,4,car
1897,112,blue,2,car
1435,100,red,2,bike
2792,177,blue,2,car
2554,174,red,4,car
1554,174,green,4,bike
2347,157,red,4,car
1426,156,blue,2,car
1037,194,blue,4,bike
2466,103,green,2,car
1395,140,blue,2,bike
2289,179,red,2,car
2341,145,blue,2,bike
2232,136,green,2,bike
2374,158,green,4,car
1048,128,red,4,car
1122,114,blue,2,car
2225,151,blue,2,car
2211,177,red,2,car
2258,191,red,4,bike
1717,100,red,2,bike
1769,191,green,2,car
2840,134,blue,4,car
2413,168,red,4,car
2324,105,red,2,bike
1803,130,blue,2,bike
2072,105,blue,4,car
2372,182,green,2,car
1585,197,red,4,car
3000,175,green,4,bike
2818,154,green,2,car
1965,155,green,2,car
1641,100,red,4,bike
2768,180,blue,2,car
2315,155,green,4,bike
2051,108,green,2,car
1091,149,green,4,car
2416,160,blue,2,bike
1791,143,blue,4,car
1227,165,green,4,car
1180,157,red,4,bike
1657,146,green,2,bike
1974,168,red,2,bike
1462,147,green,2,bike
2846,156,blue,4,car
1125,183,blue,2,car
2846,192,green,2,bike
1408,114,green,4,bike
2645,109,green,4,car
2902,164,red,2,bike
1038,180,blue,2,car
2242,161,green,2,car
2249,123,red,2,car
2872,166,green,2,car
1946,179,green,4,bike
1454,180,red,2,car
2865,157,green,2,car
1011,125,green,4,car
2192,168,red,4,bike
1611,156,green,2,car
1492,186,red,4,bike
2333,126,red,4,car
1878,172,green,2,bike
2103,129,red,2,bike
2835,109,green,2,bike
2318,194,blue,4,bike
1321,165,blue,4,car
2502,197,blue,4,car
2540,152,blue,2,bike
2074,135,red,4,car
1707,156,green,2,car
1612,176,blue,2,bike
2677,135,red,4,car
2948,120,blue,2,car
2874,113,blue,4,bike
1921,144,blue,4,bike
1439,144,green,4,car
2269,156,red,4,bike
2059,170,red,4,bike
2337,176,blue,4,bike
2393,113,red,2,bike
2949,162,blue,4,bike
2954,177,blue,2,bike
2660,157,red,4,car
2683,125,green,2,car
1782,161,red,4,car
2549,167,red,2,car
1444,168,green,4,bike
1926,161,red,2,car
1447,174,green,2,bike
1559,126,red,2,car
1719,100,blue,2,car
1573,115,red,2,car
1454,145,red,4,bike
1913,145,red,2,bike
2378,116,blue,4,bike
2287,109,blue,4,bike
2908,177,green,4,car
2398,107,red,2,bike
2788,105,red,4,bike
2501,132,red,4,bike
2774,125,red,4,car
1184,144,blue,2,bike
1293,185,red,2,bike
1325,141,green,4,bike
1510,118,blue,2,bike
1687,147,green,4,car
1740,200,blue,4,bike
2245,157,green,4,bike
2542,129,red,4,bike
2474,176,blue,4,bike
2387,162,red,2,car
1025,195,green,4,car
1787,109,blue,4,car
2221,119,red,2,car
2017,156,green,2,bike
1564,165,red,2,car
2665,154,green,2,bike
2517,184,green,4,bike
2609,165,green,2,bike
2552,108,green,2,car
1452,125,red,4,car
1762,139,red,2,car
2141,102,green,4,car
1730,129,green,2,bike
2406,194,green,4,car
2466,122,green,2,car
1677,184,green,4,car
2111,156,blue,4,bike
1494,177,blue,4,bike
1798,121,red,4,bike
1072,129,green,4,bike
2459,122,red,2,car
2521,143,blue,4,bike
2337,153,blue,4,car
1882,159,red,2,car
2694,145,green,4,bike
2059,155,green,4,car
1772,102,red,4,car
1357,112,red,4,car
2263,191,blue,2,bike
1166,139,blue,2,car
2495,132,red,2,car
1667,194,blue,4,bike
2878,157,blue,2,car
1182,160,red,2,bike
1084,194,blue,2,bike
2227,143,green,2,car
1852,186,green,4,car
1544,131,blue,2,bike
2328,113,red,4,bike
2189,159,blue,4,bike
1649,112,red,4,car
2552,104,green,2,bike
2119,166,blue,2,car
2179,102,green,2,car
1594,198,red,4,bike
1843,161,red,4,bike
1545,176,blue,2,bike
1275,114,blue,2,bike
2808,141,green,2,bike
2150,141,red,4,car
2437,161,red,4,bike
1808,175,green,2,car
2331,185,red,4,bike
2402,189,blue,4,car
1122,101,blue,2,car
2681,170,blue,4,bike
2786,138,blue,4,car
2131,182,green,4,car
2991,114,green,4,bike
1628,161,green,2,bike
1676,118,blue,2,bike
2940,122,red,2,bike
2720,179,red,4,bike
1201,111,blue,4,car
1635,198,blue,2,bike
1117,145,blue,2,car
2980,198,blue,2,bike
2018,104,blue,4,car
2333,140,green,2,bike
2112,192,red,2,car
1221,139,blue,2,car
1504,152,green,2,car
1137,193,green,4,car
2874,180,green,2,bike
1240,134,blue,4,bike
2710,179,blue,2,car
2057,170,green,2,bike
1071,106,blue,2,bike
2228,163,green,4,bike
2999,181,red,2,car
1825,109,red,4,car
1193,186,blue,4,car
1952,142,green,4,car
2711,176,red,4,car
2977,114,green,2,bike
1685,168,green,4,bike
2511,112,blue,2,bike
2586,172,red,4,car
1032,158,blue,4,car
2119,191,green,4,car
1892,192,green,4,bike
2454,123,blue,2,car
1442,160,blue,2,car
1058,136,red,4,car
2428,192,green,2,bike
2509,122,green,2,bike
2754,103,green,2,car
2915,120,green,4,bike
2591,136,red,4,car
1923,135,blue,2,bike
2466,141,red,2,bike
2126,103,blue,4,car
1974,116,red,4,car
2800,174,green,4,car
1939,142,red,4,bike
1872,184,blue,2,car
1255,101,blue,2,car
1642,189,green,2,car
1040,169,blue,2,bike
1738,104,green,2,car
1342,124,blue,4,car
2456,180,green,4,bike
2446,163,red,2,car
1708,200,blue,2,car
2547,115,red,2,bike
1734,156,blue,4,bike
2790,150,green,2,car
1210,183,green,2,car
1685,184,red,2,bike
1890,115,green,2,car
1073,164,blue,4,bike
1464,132,red,4,car
2847,117,red,4,bike
1291,148,green,2,car
1873,186,blue,2,car
1317,164,blue,4,car
1563,161,red,4,car
2343,198,red,4,bike
1348,180,green,4,bike
1801,144,green,4,car
1800,155,red,2,bike
2287,194,green,4,bike
